prov_insc;anio_div;anio_mat;dur_mat;cau_div;edad_hom;niv_insth;edad_muj;niv_instm
Azuay;2018;2005;13;Por mutuo consentimiento vía judicial;50;Educación básica;30; Educación básica
Azuay;2018;1996;21;Por mutuo consentimiento vía notarial;44;Secundaria;42; Secundaria
Azuay;2016;2000;15;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;45;Educación básica;40; Educación básica
Azuay;2018;2005;13;Por mutuo consentimiento vía judicial;43;Primaria;40; Primaria
Azuay;2018;1996;22;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;47;Educación media / Bachillerato;43; Primaria
Azuay;2018;1997;21;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;39;Superior Universitario;38; Superior Universitario
Azuay;2018;1998;19;Por mutuo consentimiento vía judicial;43;Secundaria;42; Educación media / Bachillerato
Azuay;2017;2007;10;Por mutuo consentimiento vía judicial;39;Primaria;36; Primaria
Azuay;2018;2010;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;34;Educación media / Bachillerato;36; Educación media / Bachillerato
Azuay;2018;2005;13;Por mutuo consentimiento vía judicial;32;Educación media / Bachillerato;32; Educación media / Bachillerato
Azuay;2018;2013;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;28;Educación básica;24; Educación básica
Orellana;2018;2010;7;Por mutuo consentimiento vía notarial;26;Educación media / Bachillerato;26; Educación media / Bachillerato
Azuay;2018;2005;13;Por mutuo consentimiento vía judicial;33;Educación básica;32; Educación básica
Azuay;2018;2010;7;Por mutuo consentimiento vía judicial;32;Primaria;31; Educación media / Bachillerato
Azuay;2018;2017;1;Por mutuo consentimiento vía judicial;28;Primaria;25; Primaria
Azuay;2018;2009;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;27;Primaria;24; Primaria
Pichincha;2018;2013;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;27;Educación media / Bachillerato;34; Educación media / Bachillerato
El Oro;2018;2017;1;Por mutuo consentimiento vía notarial;33;Ninguno;27; Secundaria
Tungurahua;2018;2017;1;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;48;Primaria;40; Primaria
Bolívar;2017;2011;6;La condena ejecutoriada a pena privativa de la libertad mayor a diez años;33;Primaria;33; Educación básica
Cañar;2017;1981;36;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;56;Primaria;52; Primaria
Cañar;2018;1992;25;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;45;Primaria;48; Primaria
Cañar;2018;1996;22;Por mutuo consentimiento vía judicial;39;Primaria;44; Educación media / Bachillerato
Cañar;2018;1996;21;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;41;Educación media / Bachillerato;37; Educación media / Bachillerato
Cañar;2018;2009;8;Por mutuo consentimiento vía judicial;32;Educación media / Bachillerato;26; Educación media / Bachillerato
Cañar;2018;1999;19;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;37;Primaria;34; Educación media / Bachillerato
Cañar;2018;2008;10;Por mutuo consentimiento vía judicial;35;Educación media / Bachillerato;30; Educación media / Bachillerato
Cañar;2018;2012;5;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;24;Educación media / Bachillerato;25; Educación media / Bachillerato
Carchi;2018;1978;39;Por mutuo consentimiento vía notarial;61;Educación básica;60; Educación básica
Carchi;2018;2014;3;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;58;Educación media / Bachillerato;48; Superior Universitario
Pichincha;2017;2007;9;Por mutuo consentimiento vía judicial;35;Educación básica;28; Educación media / Bachillerato
Imbabura;2018;2010;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;31;Primaria;26; Primaria
Cotopaxi;2017;2011;6;Por mutuo consentimiento vía judicial;53;Superior Universitario;35; Superior Universitario
Pichincha;2006;1992;14;Por mutuo consentimiento vía judicial;52;Superior Universitario;49; Superior Universitario
Sucumbíos;2018;2016;1;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;52;Superior Universitario;52; Superior Universitario
Cotopaxi;2017;2007;9;Por mutuo consentimiento vía judicial;29;Secundaria;27; Secundaria
Cotopaxi;2018;2011;6;Por mutuo consentimiento vía judicial;25;Educación media / Bachillerato;31; Primaria
Chimborazo;2018;1979;39;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;61;Primaria;62; Primaria
Chimborazo;2018;1973;44;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;62;Primaria;61; Primaria
Chimborazo;2018;1991;26;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;54;Secundaria;47; Secundaria
El Oro;2018;1995;23;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;47;Primaria;39; Ninguno
Morona Santiago;2018;2012;5;Por mutuo consentimiento vía notarial;44;Secundaria;26; Secundaria
Chimborazo;2018;1997;20;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;42;Educación media / Bachillerato;38; Educación media / Bachillerato
Chimborazo;2018;2002;16;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;37;Educación media / Bachillerato;36; Superior Universitario
Chimborazo;2018;1993;24;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;41;Primaria;45; Primaria
Chimborazo;2018;2003;14;Por mutuo consentimiento vía judicial;39;Secundaria;31; Educación básica
Chimborazo;2018;2015;2;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;27;Educación media / Bachillerato;27; Educación media / Bachillerato
Pichincha;2018;2008;10;Por mutuo consentimiento vía judicial;32;Educación media / Bachillerato;39; Educación media / Bachillerato
Chimborazo;2018;2007;10;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;30;Secundaria;30; Secundaria
Chimborazo;2018;2011;7;Por mutuo consentimiento vía judicial;26;Secundaria;23; Secundaria
Chimborazo;2018;2010;8;Por mutuo consentimiento vía judicial;29;Educación media / Bachillerato;28; Educación media / Bachillerato
Santa Elena;2018;2000;18;Por mutuo consentimiento vía judicial;53;Educación media / Bachillerato;39; Educación media / Bachillerato
Guayas;2017;2006;11;Por mutuo consentimiento vía judicial;52;Secundaria;39; Secundaria
El Oro;2018;2001;16;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;46;Secundaria;43; Superior Universitario
El Oro;2018;2011;7;Por mutuo consentimiento vía judicial;36;Superior Universitario;30; Superior Universitario
Azuay;2017;1994;23;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;40;Posgrado;38; Educación básica
Guayas;2018;2017;0;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;35;Secundaria;36; Secundaria
Azuay;2017;2012;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;32;Secundaria;28; Secundaria
El Oro;2018;2010;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;33;Primaria;39; Secundaria
El Oro;2018;2009;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;32;Secundaria;28; Secundaria
El Oro;2018;2014;3;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;26;Secundaria;23; Secundaria
Esmeraldas;2018;1980;37;Por mutuo consentimiento vía judicial;75;Primaria;57; Educación básica
El Oro;2018;2009;8;Por mutuo consentimiento vía judicial;38;Secundaria;34; Secundaria
Pichincha;2018;2008;9;Por mutuo consentimiento vía judicial;48;Educación media / Bachillerato;37; Educación media / Bachillerato
Santa Elena;2018;1983;34;Por mutuo consentimiento vía judicial;73;Primaria;73; Educación básica
Guayas;2018;1976;42;Por mutuo consentimiento vía notarial;70;Secundaria;57; Secundaria
Guayas;2018;1973;45;Por mutuo consentimiento vía notarial;70;Secundaria;65; Secundaria
Guayas;2018;1975;43;Por mutuo consentimiento vía notarial;63;Secundaria;59; Educación media / Bachillerato
Guayas;2018;2004;14;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;55;Secundaria;36; Secundaria
Guayas;2017;1986;30;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;55;Secundaria;51; Secundaria
Zamora Chinchipe;2015;1983;31;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;54;Educación media / Bachillerato;51; Educación básica
Guayas;2015;1987;27;Por mutuo consentimiento vía judicial;53;Secundaria;50; Secundaria
Guayas;2017;2010;7;Por mutuo consentimiento vía notarial;48;Secundaria;40; Secundaria
Guayas;2018;2000;18;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;51;Secundaria;48; Secundaria
Guayas;2017;1994;23;Por mutuo consentimiento vía judicial;48;Secundaria;47; Secundaria
Guayas;2017;1999;18;Por mutuo consentimiento vía judicial;51;Secundaria;48; Secundaria
Guayas;2018;1995;22;Por mutuo consentimiento vía judicial;51;Educación media / Bachillerato;43; Secundaria
Guayas;2018;1996;21;Por mutuo consentimiento vía notarial;49;Secundaria;49; Secundaria
El Oro;2018;2013;4;Por mutuo consentimiento vía judicial;51;Secundaria;46; Superior Universitario
Guayas;2018;1998;19;Por mutuo consentimiento vía notarial;48;Secundaria;49; Secundaria
Guayas;2017;2015;1;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;45;Primaria;43; Primaria
Guayas;2018;2007;10;Por mutuo consentimiento vía notarial;47;Primaria;36; Secundaria
Guayas;2018;2002;16;Por mutuo consentimiento vía judicial;40;Secundaria;30; Secundaria
Guayas;2018;1989;29;Por mutuo consentimiento vía notarial;46;Secundaria;47; Secundaria
Guayas;2017;2010;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;47;Secundaria;37; Educación media / Bachillerato
Guayas;2018;1990;27;Por mutuo consentimiento vía notarial;48;Secundaria;49; Secundaria
Guayas;2018;1998;19;Por mutuo consentimiento vía judicial;64;Secundaria;46; Secundaria
Guayas;2017;2000;16;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;41;Secundaria;45; Secundaria
Santa Elena;2018;1996;21;Por mutuo consentimiento vía notarial;42;Educación media / Bachillerato;34; Educación media / Bachillerato
Guayas;2018;2011;6;Por mutuo consentimiento vía judicial;33;Secundaria;34; Secundaria
Guayas;2018;2000;17;Por mutuo consentimiento vía notarial;42;Secundaria;39; Secundaria
Guayas;2018;2004;14;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;42;Secundaria;36; Secundaria
Manabí;2018;2014;3;Por mutuo consentimiento vía notarial;38;Superior Universitario;36; Superior no Universitario
Guayas;2017;2007;10;Por mutuo consentimiento vía judicial;35;Superior Universitario;34; Educación básica
Azuay;2017;2000;17;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;42;Educación básica;47; Educación básica
Guayas;2018;1996;21;Por mutuo consentimiento vía notarial;43;Secundaria;39; Secundaria
Guayas;2018;2009;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;38;Secundaria;32; Secundaria
Loja;2018;2009;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;38;Primaria;40; Secundaria
Santa Elena;2018;2013;4;Por mutuo consentimiento vía judicial;35;Educación media / Bachillerato;35; Educación media / Bachillerato
Los Ríos;2017;2006;11;Por mutuo consentimiento vía judicial;38;Educación media / Bachillerato;38; Educación media / Bachillerato
Azuay;2017;2011;6;Sin Información;26;Superior no Universitario;25; Superior no Universitario
Guayas;2013;2010;3;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;37;Superior Universitario;35; Educación media / Bachillerato
Guayas;2018;2008;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;32;Primaria;31; Superior Universitario
El Oro;2017;2010;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;32;Primaria;33; Educación básica
Guayas;2017;2011;5;Por mutuo consentimiento vía judicial;31;Educación media / Bachillerato;26; Educación media / Bachillerato
Guayas;2017;2015;2;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;32;Secundaria;31; Secundaria
Guayas;2017;2008;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;27;Educación media / Bachillerato;29; Secundaria
Guayas;2018;2011;6;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;27;Secundaria;25; Secundaria
Guayas;2018;2014;4;Por mutuo consentimiento vía judicial;26;Superior Universitario;28; Superior Universitario
Guayas;2018;2013;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;28;Secundaria;25; Secundaria
Imbabura;2018;1997;20;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;72;Educación básica;54; Educación básica
Guayas;2018;2007;11;Por mutuo consentimiento vía notarial;70;Secundaria;62; Secundaria
